,phage,host
747,nc 041980,enterobacter aerogenes
748,nc 043469,enterobacter aerogenes
749,nc 021531,enterobacter agglomerans
750,nc 019524,enterobacter cancerogenus
751,nc 019485,enterobacter cloacae
752,nc 021531,enterobacter cloacae
753,nc 023561,enterobacter cloacae
754,nc 028695,enterobacter cloacae
755,nc 028908,enterobacter cloacae
756,nc 029033,enterobacter cloacae
757,nc 029106,enterobacter cloacae
758,nc 042122,enterobacter cloacae
759,nc 028695,enterobacter sakazakii
760,nc 028908,enterobacter sakazakii
761,nc 029033,enterobacter sakazakii
762,nc 009904,enterococcus faecalis
763,nc 012419,enterococcus faecalis
764,nc 013643,enterococcus faecalis
765,nc 013644,enterococcus faecalis
766,nc 013646,enterococcus faecalis
767,nc 013648,enterococcus faecalis
768,nc 013696,enterococcus faecalis
769,nc 015252,enterococcus faecalis
770,nc 015253,enterococcus faecalis
771,nc 015254,enterococcus faecalis
772,nc 015270,enterococcus faecalis
773,nc 016073,enterococcus faecalis
774,nc 016563,enterococcus faecalis
775,nc 017732,enterococcus faecalis
776,nc 018086,enterococcus faecalis
777,nc 018856,enterococcus faecalis
778,nc 018863,enterococcus faecalis
779,nc 019452,enterococcus faecalis
780,nc 021531,enterococcus faecalis
781,nc 021783,enterococcus faecalis
782,nc 021801,enterococcus faecalis
783,nc 023007,enterococcus faecalis
784,nc 023595,enterococcus faecalis
785,nc 024212,enterococcus faecalis
786,nc 025423,enterococcus faecalis
787,nc 025453,enterococcus faecalis
788,nc 025465,enterococcus faecalis
789,nc 027335,enterococcus faecalis
790,nc 028671,enterococcus faecalis
791,nc 028693,enterococcus faecalis
792,nc 028758,enterococcus faecalis
793,nc 028795,enterococcus faecalis
794,nc 028990,enterococcus faecalis
795,nc 029009,enterococcus faecalis
796,nc 029010,enterococcus faecalis
797,nc 029016,enterococcus faecalis
798,nc 029026,enterococcus faecalis
799,nc 029102,enterococcus faecalis
800,nc 031051,enterococcus faecalis
801,nc 031053,enterococcus faecalis
802,nc 031095,enterococcus faecalis
803,nc 041861,enterococcus faecalis
804,nc 041959,enterococcus faecalis
805,nc 041960,enterococcus faecalis
806,nc 042021,enterococcus faecalis
807,nc 042022,enterococcus faecalis
808,nc 042023,enterococcus faecalis
809,nc 042101,enterococcus faecalis
810,nc 042125,enterococcus faecalis
811,nc 042126,enterococcus faecalis
812,nc 042127,enterococcus faecalis
813,nc 042134,enterococcus faecalis
814,nc 024356,enterococcus faecium
815,nc 025467,enterococcus faecium
816,nc 028795,enterococcus faecium
817,nc 028826,enterococcus faecium
818,nc 029102,enterococcus faecium
819,nc 031260,enterococcus faecium
820,mg592390.1,enterovibrio norvegicus
821,mg592394.1,enterovibrio norvegicus
822,mg592396.1,enterovibrio norvegicus
823,mg592402.1,enterovibrio norvegicus
824,mg592403.1,enterovibrio norvegicus
825,mg592410.1,enterovibrio norvegicus
826,mg592411.1,enterovibrio norvegicus
827,mg592413.1,enterovibrio norvegicus
828,mg592414.1,enterovibrio norvegicus
829,mg592420.1,enterovibrio norvegicus
830,mg592421.1,enterovibrio norvegicus
831,mg592426.1,enterovibrio norvegicus
832,mg592433.1,enterovibrio norvegicus
833,mg592442.1,enterovibrio norvegicus
834,mg592447.1,enterovibrio norvegicus
835,mg592453.1,enterovibrio norvegicus
836,mg592454.1,enterovibrio norvegicus
837,mg592459.1,enterovibrio norvegicus
838,mg592460.1,enterovibrio norvegicus
839,mg592466.1,enterovibrio norvegicus
840,mg592469.1,enterovibrio norvegicus
841,mg592473.1,enterovibrio norvegicus
842,mg592486.1,enterovibrio norvegicus
843,mg592488.1,enterovibrio norvegicus
844,mg592492.1,enterovibrio norvegicus
845,mg592495.1,enterovibrio norvegicus
846,mg592498.1,enterovibrio norvegicus
847,mg592503.1,enterovibrio norvegicus
848,mg592505.1,enterovibrio norvegicus
849,mg592511.1,enterovibrio norvegicus
850,mg592521.1,enterovibrio norvegicus
851,mg592524.1,enterovibrio norvegicus
852,mg592529.1,enterovibrio norvegicus
853,mg592536.1,enterovibrio norvegicus
854,mg592537.1,enterovibrio norvegicus
855,mg592539.1,enterovibrio norvegicus
856,mg592552.1,enterovibrio norvegicus
857,mg592563.1,enterovibrio norvegicus
858,mg592564.1,enterovibrio norvegicus
859,mg592566.1,enterovibrio norvegicus
860,mg592574.1,enterovibrio norvegicus
861,mg592579.1,enterovibrio norvegicus
862,mg592580.1,enterovibrio norvegicus
863,mg592584.1,enterovibrio norvegicus
864,mg592591.1,enterovibrio norvegicus
865,mg592599.1,enterovibrio norvegicus
866,mg592603.1,enterovibrio norvegicus
867,mg592607.1,enterovibrio norvegicus
868,mg592614.1,enterovibrio norvegicus
869,mg592617.1,enterovibrio norvegicus
870,mg592622.1,enterovibrio norvegicus
871,mg592626.1,enterovibrio norvegicus
872,mg592631.1,enterovibrio norvegicus
873,mg592641.1,enterovibrio norvegicus
874,mg592655.1,enterovibrio norvegicus
875,mg592658.1,enterovibrio norvegicus
876,mg592659.1,enterovibrio norvegicus
877,mg592660.1,enterovibrio norvegicus
878,mg592663.1,enterovibrio norvegicus
879,mg592666.1,enterovibrio norvegicus
880,nc 009014,erwinia amylovora
881,nc 011811,erwinia amylovora
882,nc 019504,erwinia amylovora
883,nc 019510,erwinia amylovora
884,nc 019514,erwinia amylovora
885,nc 019929,erwinia amylovora
886,nc 019932,erwinia amylovora
887,nc 023557,erwinia amylovora
888,nc 023579,erwinia amylovora
889,nc 023610,erwinia amylovora
890,nc 027340,erwinia amylovora
891,nc 031007,erwinia amylovora
892,nc 031010,erwinia amylovora
893,nc 031043,erwinia amylovora
894,nc 031107,erwinia amylovora
895,nc 031120,erwinia amylovora
896,nc 031126,erwinia amylovora
897,nc 031127,erwinia amylovora
898,nc 041972,erwinia amylovora
899,nc 041973,erwinia amylovora
900,nc 041974,erwinia amylovora
901,nc 041975,erwinia amylovora
902,nc 041978,erwinia amylovora
903,nc 042018,erwinia amylovora
904,nc 042056,erwinia amylovora
905,nc 042098,erwinia amylovora
906,nc 019504,erwinia billingiae
907,nc 019510,erwinia billingiae
908,nc 019514,erwinia billingiae
909,nc 019504,erwinia persicina
910,nc 019510,erwinia persicina
911,nc 019514,erwinia persicina
912,nc 016767,erwinia pyrifoliae
913,nc 029078,erysipelothrix rhusiopathiae
914,nc 015466,erythrobacter litoralis
915,nc 015466,erythrobacter longus
916,nc 000866,escherichia coli
917,nc 000902,escherichia coli
918,nc 000924,escherichia coli
919,nc 000929,escherichia coli
920,nc 001330,escherichia coli
921,nc 001332,escherichia coli
922,nc 001416,escherichia coli
923,nc 001418,escherichia coli
924,nc 001426,escherichia coli
925,nc 001604,escherichia coli
926,nc 001609,escherichia coli
927,nc 001890,escherichia coli
928,nc 001895,escherichia coli
929,nc 001954,escherichia coli
930,nc 002014,escherichia coli
931,nc 002167,escherichia coli
932,nc 002730,escherichia coli
933,nc 003287,escherichia coli
934,nc 003298,escherichia coli
935,nc 003356,escherichia coli
936,nc 004813,escherichia coli
937,nc 004913,escherichia coli
938,nc 004914,escherichia coli
939,nc 004928,escherichia coli
940,nc 005056,escherichia coli
941,nc 005066,escherichia coli
942,nc 005833,escherichia coli
943,nc 005856,escherichia coli
944,nc 005859,escherichia coli
945,nc 007291,escherichia coli
946,nc 007456,escherichia coli
947,nc 007603,escherichia coli
948,nc 007637,escherichia coli
949,nc 007804,escherichia coli
950,nc 007817,escherichia coli
951,nc 007821,escherichia coli
952,nc 007856,escherichia coli
953,nc 008152,escherichia coli
954,nc 008464,escherichia coli
955,nc 008720,escherichia coli
956,nc 008721,escherichia coli
957,nc 009514,escherichia coli
958,nc 009540,escherichia coli
959,nc 009821,escherichia coli
960,nc 010105,escherichia coli
961,nc 010106,escherichia coli
962,nc 010237,escherichia coli
963,nc 010324,escherichia coli
964,nc 010583,escherichia coli
965,nc 011040,escherichia coli
966,nc 011041,escherichia coli
967,nc 011042,escherichia coli
968,nc 011045,escherichia coli
969,nc 011356,escherichia coli
970,nc 011357,escherichia coli
971,nc 012223,escherichia coli
972,nc 012740,escherichia coli
973,nc 012741,escherichia coli
974,nc 012749,escherichia coli
975,nc 012868,escherichia coli
976,nc 013594,escherichia coli
977,nc 014260,escherichia coli
978,nc 014467,escherichia coli
979,nc 014662,escherichia coli
980,nc 014792,escherichia coli
981,nc 015249,escherichia coli
982,nc 015269,escherichia coli
983,nc 016073,escherichia coli
984,nc 016158,escherichia coli
985,nc 016160,escherichia coli
986,nc 016165,escherichia coli
987,nc 016563,escherichia coli
988,nc 016570,escherichia coli
989,nc 017969,escherichia coli
990,nc 018835,escherichia coli
991,nc 018846,escherichia coli
992,nc 018854,escherichia coli
993,nc 018855,escherichia coli
994,nc 018856,escherichia coli
995,nc 018859,escherichia coli
996,nc 018863,escherichia coli
997,nc 019399,escherichia coli
998,nc 019403,escherichia coli
999,nc 019404,escherichia coli
1000,nc 019419,escherichia coli
1001,nc 019423,escherichia coli
1002,nc 019442,escherichia coli
1003,nc 019445,escherichia coli
1004,nc 019452,escherichia coli
1005,nc 019500,escherichia coli
1006,nc 019501,escherichia coli
1007,nc 019503,escherichia coli
1008,nc 019505,escherichia coli
1009,nc 019517,escherichia coli
1010,nc 019704,escherichia coli
1011,nc 019705,escherichia coli
1012,nc 019706,escherichia coli
1013,nc 019707,escherichia coli
1014,nc 019708,escherichia coli
1015,nc 019709,escherichia coli
1016,nc 019710,escherichia coli
1017,nc 019711,escherichia coli
1018,nc 019714,escherichia coli
1019,nc 019715,escherichia coli
1020,nc 019716,escherichia coli
1021,nc 019717,escherichia coli
1022,nc 019718,escherichia coli
1023,nc 019719,escherichia coli
1024,nc 019720,escherichia coli
1025,nc 019721,escherichia coli
1026,nc 019723,escherichia coli
1027,nc 019724,escherichia coli
1028,nc 019767,escherichia coli
1029,nc 019768,escherichia coli
1030,nc 019769,escherichia coli
1031,nc 020079,escherichia coli
1032,nc 021190,escherichia coli
1033,nc 021344,escherichia coli
1034,nc 021531,escherichia coli
1035,nc 021783,escherichia coli
1036,nc 021801,escherichia coli
1037,nc 022323,escherichia coli
1038,nc 022750,escherichia coli
1039,nc 022968,escherichia coli
1040,nc 023007,escherichia coli
1041,nc 023558,escherichia coli
1042,nc 023593,escherichia coli
1043,nc 023693,escherichia coli
1044,nc 023743,escherichia coli
1045,nc 024125,escherichia coli
1046,nc 024134,escherichia coli
1047,nc 024139,escherichia coli
1048,nc 024142,escherichia coli
1049,nc 024146,escherichia coli
1050,nc 024379,escherichia coli
1051,nc 024783,escherichia coli
1052,nc 024790,escherichia coli
1053,nc 024794,escherichia coli
1054,nc 025419,escherichia coli
1055,nc 025423,escherichia coli
1056,nc 025425,escherichia coli
1057,nc 025430,escherichia coli
1058,nc 025441,escherichia coli
1059,nc 025445,escherichia coli
1060,nc 025446,escherichia coli
1061,nc 025447,escherichia coli
1062,nc 025448,escherichia coli
1063,nc 025449,escherichia coli
1064,nc 025829,escherichia coli
1065,nc 025830,escherichia coli
1066,nc 026010,escherichia coli
1067,nc 026014,escherichia coli
1068,nc 026607,escherichia coli
1069,nc 027330,escherichia coli
1070,nc 027337,escherichia coli
1071,nc 027352,escherichia coli
1072,nc 027356,escherichia coli
1073,nc 027364,escherichia coli
1074,nc 027369,escherichia coli
1075,nc 027375,escherichia coli
1076,nc 027378,escherichia coli
1077,nc 027381,escherichia coli
1078,nc 027383,escherichia coli
1079,nc 027387,escherichia coli
1080,nc 027388,escherichia coli
1081,nc 027395,escherichia coli
1082,nc 027979,escherichia coli
1083,nc 027983,escherichia coli
1084,nc 027984,escherichia coli
1085,nc 027993,escherichia coli
1086,nc 027994,escherichia coli
1087,nc 027995,escherichia coli
1088,nc 028248,escherichia coli
1089,nc 028448,escherichia coli
1090,nc 028449,escherichia coli
1091,nc 028656,escherichia coli
1092,nc 028660,escherichia coli
1093,nc 028695,escherichia coli
1094,nc 028776,escherichia coli
1095,nc 028795,escherichia coli
1096,nc 028808,escherichia coli
1097,nc 028822,escherichia coli
1098,nc 028825,escherichia coli
1099,nc 028831,escherichia coli
1100,nc 028863,escherichia coli
1101,nc 028872,escherichia coli
1102,nc 028881,escherichia coli
1103,nc 028894,escherichia coli
1104,nc 028896,escherichia coli
1105,nc 028901,escherichia coli
1106,nc 028903,escherichia coli
1107,nc 028908,escherichia coli
1108,nc 028925,escherichia coli
1109,nc 028927,escherichia coli
1110,nc 028935,escherichia coli
1111,nc 028943,escherichia coli
1112,nc 028957,escherichia coli
1113,nc 028997,escherichia coli
1114,nc 029010,escherichia coli
1115,nc 029021,escherichia coli
1116,nc 029023,escherichia coli
1117,nc 029028,escherichia coli
1118,nc 029033,escherichia coli
1119,nc 029091,escherichia coli
1120,nc 029101,escherichia coli
1121,nc 029102,escherichia coli
1122,nc 029106,escherichia coli
1123,nc 031008,escherichia coli
1124,nc 031030,escherichia coli
1125,nc 031047,escherichia coli
1126,nc 031050,escherichia coli
1127,nc 031053,escherichia coli
1128,nc 031081,escherichia coli
1129,nc 031082,escherichia coli
1130,nc 031095,escherichia coli
1131,nc 031103,escherichia coli
1132,nc 031113,escherichia coli
1133,nc 031114,escherichia coli
1134,nc 031928,escherichia coli
1135,nc 031934,escherichia coli
1136,nc 031937,escherichia coli
1137,nc 031943,escherichia coli
1138,nc 041848,escherichia coli
1139,nc 041863,escherichia coli
1140,nc 041864,escherichia coli
1141,nc 041869,escherichia coli
1142,nc 041871,escherichia coli
1143,nc 041873,escherichia coli
1144,nc 041874,escherichia coli
1145,nc 041897,escherichia coli
1146,nc 041898,escherichia coli
1147,nc 041906,escherichia coli
1148,nc 041919,escherichia coli
1149,nc 041920,escherichia coli
1150,nc 041926,escherichia coli
1151,nc 041935,escherichia coli
1152,nc 041936,escherichia coli
1153,nc 041937,escherichia coli
1154,nc 041979,escherichia coli
1155,nc 041990,escherichia coli
1156,nc 042043,escherichia coli
1157,nc 042046,escherichia coli
1158,nc 042057,escherichia coli
1159,nc 042084,escherichia coli
1160,nc 042128,escherichia coli
1161,nc 042129,escherichia coli
1162,nc 042130,escherichia coli
1163,nc 042564,escherichia coli
1164,nc 027125,flavobacterium columnare
1165,nc 041845,flavobacterium columnare
1166,nc 021867,flavobacterium psychrophilum
1167,nc 031904,flavobacterium psychrophilum
1168,nc 031905,flavobacterium psychrophilum
1169,nc 031911,flavobacterium psychrophilum
1170,nc 031912,flavobacterium psychrophilum
1171,nc 031914,flavobacterium psychrophilum
1172,nc 031919,flavobacterium psychrophilum
1173,nc 031921,flavobacterium psychrophilum
1174,nc 031926,flavobacterium psychrophilum
1175,nc 031931,flavobacterium psychrophilum
1176,nc 031932,flavobacterium psychrophilum
1177,nc 031938,flavobacterium psychrophilum
1178,nc 031945,flavobacterium psychrophilum
1179,nc 041859,flavobacterium psychrophilum
1180,nc 041872,flavobacterium psychrophilum
1181,nc 029009,fusobacterium nucleatum
1182,nc 023612,geobacillus kaustophilus
1183,nc 041918,geobacillus stearothermophilus
1184,nc 042083,gluconobacter cerinus
1185,nc 028758,gluconobacter oxydans
1186,nc 031936,gordonia alkanivorans
1187,nc 028668,gordonia malaquae
1188,nc 028673,gordonia malaquae
1189,nc 030902,gordonia malaquae
1190,nc 030906,gordonia malaquae
1191,nc 030907,gordonia malaquae
1192,nc 030939,gordonia malaquae
1193,nc 030912,gordonia neofelifaecis
1194,nc 030932,gordonia sputi
1195,nc 015720,gordonia terrae
1196,nc 016166,gordonia terrae
1197,nc 016434,gordonia terrae
1198,nc 021063,gordonia terrae
1199,nc 028653,gordonia terrae
1200,nc 028665,gordonia terrae
1201,nc 030694,gordonia terrae
1202,nc 030695,gordonia terrae
1203,nc 030696,gordonia terrae
1204,nc 030698,gordonia terrae
1205,nc 030901,gordonia terrae
1206,nc 030905,gordonia terrae
1207,nc 030911,gordonia terrae
1208,nc 030913,gordonia terrae
1209,nc 030914,gordonia terrae
1210,nc 030915,gordonia terrae
1211,nc 030917,gordonia terrae
1212,nc 030924,gordonia terrae
1213,nc 030927,gordonia terrae
1214,nc 030930,gordonia terrae
1215,nc 030936,gordonia terrae
1216,nc 030941,gordonia terrae
1217,nc 030942,gordonia terrae
1218,nc 030943,gordonia terrae
1219,nc 030944,gordonia terrae
1220,nc 031001,gordonia terrae
1221,nc 031004,gordonia terrae
1222,nc 031028,gordonia terrae
1223,nc 031029,gordonia terrae
1224,nc 031031,gordonia terrae
1225,nc 031052,gordonia terrae
1226,nc 031060,gordonia terrae
1227,nc 031061,gordonia terrae
1228,nc 031072,gordonia terrae
1229,nc 031074,gordonia terrae
1230,nc 031097,gordonia terrae
1231,nc 031099,gordonia terrae
1232,nc 031109,gordonia terrae
1233,nc 031112,gordonia terrae
1234,nc 031118,gordonia terrae
1235,nc 031122,gordonia terrae
1236,nc 031226,gordonia terrae
1237,nc 031229,gordonia terrae
1238,nc 031230,gordonia terrae
1239,nc 031233,gordonia terrae
1240,nc 031234,gordonia terrae
1241,nc 031237,gordonia terrae
1242,nc 031239,gordonia terrae
1243,nc 031247,gordonia terrae
1244,nc 031249,gordonia terrae
1245,nc 031251,gordonia terrae
1246,nc 031255,gordonia terrae
1247,nc 031265,gordonia terrae
1248,nc 031267,gordonia terrae
1249,nc 031269,gordonia terrae
1250,nc 041883,gordonia terrae
1251,nc 041886,gordonia terrae
1252,nc 041950,gordonia terrae
1253,nc 042045,gordonia terrae
1254,nc 042088,gordonia terrae
1255,nc 042089,gordonia terrae
1256,nc 042108,gordonia terrae
1257,nc 042123,gordonia terrae
1258,nc 042132,gordonia terrae
1259,nc 001697,haemophilus influenzae
1260,nc 003315,haemophilus influenzae
1261,nc 019455,haemophilus parasuis
1262,nc 010342,halomonas aquamarina
1263,nc 016568,helicobacter pylori
1264,nc 019512,helicobacter pylori
1265,nc 019928,helicobacter pylori
1266,nc 019931,helicobacter pylori
1267,nc 021300,idiomarina fontislapidosi
1268,nc 021300,idiomarina loihiensis
1269,nc 028758,janthinobacterium lividum
1270,nc 005857,klebsiella oxytoca
1271,nc 021531,klebsiella oxytoca
1272,nc 031053,klebsiella oxytoca
1273,nc 031095,klebsiella oxytoca
1274,nc 013647,klebsiella pneumoniae
1275,nc 013649,klebsiella pneumoniae
1276,nc 014036,klebsiella pneumoniae
1277,nc 019452,klebsiella pneumoniae
1278,nc 020080,klebsiella pneumoniae
1279,nc 020204,klebsiella pneumoniae
1280,nc 021531,klebsiella pneumoniae
1281,nc 027388,klebsiella pneumoniae
1282,nc 027399,klebsiella pneumoniae
1283,nc 028659,klebsiella pneumoniae
1284,nc 028664,klebsiella pneumoniae
1285,nc 028670,klebsiella pneumoniae
1286,nc 028688,klebsiella pneumoniae
1287,nc 028750,klebsiella pneumoniae
1288,nc 028760,klebsiella pneumoniae
1289,nc 028774,klebsiella pneumoniae
1290,nc 028786,klebsiella pneumoniae
1291,nc 028795,klebsiella pneumoniae
1292,nc 028800,klebsiella pneumoniae
1293,nc 028816,klebsiella pneumoniae
1294,nc 028870,klebsiella pneumoniae
1295,nc 028908,klebsiella pneumoniae
1296,nc 028977,klebsiella pneumoniae
1297,nc 029009,klebsiella pneumoniae
1298,nc 029033,klebsiella pneumoniae
