phage_id	phage_def	host	flag	phage_organism	phage_kingdom	phage_phylum	phage_class	phage_order	phage_family	phage_genus	phage_species	host_kingdom	host_phylum	host_class	host_order	host_family	host_genus	host_species
JQ823122	Persicivirga phage P12024S	Persicivirga sp. IMCC12024	validate2	Nonlabens phage P12024S	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Inhavirus	Nonlabens virus P12024L	NA	NA	NA	NA	NA	persicivirga	persicivirga sp.
JQ823123	Persicivirga phage P12024L	Persicivirga sp. IMCC12024	validate2	Nonlabens phage P12024L	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Inhavirus	Nonlabens virus P12024L	NA	NA	NA	NA	NA	persicivirga	persicivirga sp.
GU075905	Prochlorococcus phage P-HM2	Prochlorococcus sp. MED4	validate2	Prochlorococcus phage P-HM2	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Eurybiavirus	Prochlorococcus phage P-HM2	Bacteria	Cyanobacteria	NA	Synechococcales	Prochloraceae	Prochlorococcus	Prochlorococcus sp. MIT 0604
GU071101	Prochlorococcus phage P-HM1	Prochlorococcus sp. MED4	validate2	Prochlorococcus phage P-HM1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Eurybiavirus	Prochlorococcus phage P-HM1	Bacteria	Cyanobacteria	NA	Synechococcales	Prochloraceae	Prochlorococcus	Prochlorococcus sp. MIT 0604
GU071099	Prochlorococcus phage P-RSM4	Prochlorococcus sp. MIT9303	validate2	Prochlorococcus phage P-RSM4	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Thaumasvirus	Prochlorococcus phage P-RSM4	Bacteria	Cyanobacteria	NA	Synechococcales	Prochloraceae	Prochlorococcus	Prochlorococcus sp. MIT 0604
GU071100	Cyanophage 9515-10a	Prochlorococcus sp. MIT9515	validate2	Cyanophage 9515-10a	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Tangaroavirus	Prochlorococcus virus 951510a	Bacteria	Cyanobacteria	NA	Synechococcales	Prochloraceae	Prochlorococcus	Prochlorococcus sp. MIT 0604
AY939844	Prochlorococcus phage P-SSM2	Prochlorococcus sp. NATL1A	validate2	Prochlorococcus phage P-SSM2	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Salacisavirus	Prochlorococcus virus PSSM2	Bacteria	Cyanobacteria	NA	Synechococcales	Prochloraceae	Prochlorococcus	Prochlorococcus sp. MIT 0604
GU071103	Prochlorococcus phage P-SSM7	Prochlorococcus sp. NATL1A	validate2	Prochlorococcus phage P-SSM7	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Palaemonvirus	Prochlorococcus virus PSSM7	Bacteria	Cyanobacteria	NA	Synechococcales	Prochloraceae	Prochlorococcus	Prochlorococcus sp. MIT 0604
GU071102	Cyanophage NATL1A-7	Prochlorococcus sp. NATL1A	validate2	Cyanophage NATL1A-7	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Cheungvirus	Prochlorococcus virus NATL1A7	Bacteria	Cyanobacteria	NA	Synechococcales	Prochloraceae	Prochlorococcus	Prochlorococcus sp. MIT 0604
AY940168	Prochlorococcus phage P-SSM4	Prochlorococcus sp. NATL2A	validate2	Prochlorococcus phage P-SSM4	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	NA	Prochlorococcus phage P-SSM4	Bacteria	Cyanobacteria	NA	Synechococcales	Prochloraceae	Prochlorococcus	Prochlorococcus sp. MIT 0604
GU071104	Cyanophage NATL2A-133	Prochlorococcus sp. NATL2A	validate2	Cyanophage NATL2A-133	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Tangaroavirus	Prochlorococcus virus NATL2A133	Bacteria	Cyanobacteria	NA	Synechococcales	Prochloraceae	Prochlorococcus	Prochlorococcus sp. MIT 0604
KC542353	Pseudoalteromonas phage TW1	Pseudoalteromonas phenolica	validate1	Pseudoalteromonas phage TW1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Pseudoalteromonas phage TW1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas phenolica
JF974296	Pseudoalteromonas phage pYD6-A	Pseudoalteromonas sp. YD6	validate2	Pseudoalteromonas phage pYD6-A	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	NA	Pseudoalteromonas phage pYD6-A	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp. NC201
HM588722	Pseudoalteromonas phage H105/1	Pseudoalteromonas sp. H105	validate2	Pseudoalteromonas phage H105/1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Pseudoalteromonas phage H105/1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp. NC201
JF974295	Psychrobacter phage pOW20-A	Psychrobacter sp. OW20	validate2	Psychrobacter phage pOW20-A	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	NA	Psychrobacter phage pOW20-A	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter sp. G
JF270478	Psychrobacter phage Psymv2	Psychrobacter sp. MV2	validate2	Psychrobacter phage Psymv2	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Psychrobacter phage Psymv2	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter sp. G
JF974308	Rhodobacter phage RC1	Rhodobacter sp. E32	validate2	Rhodobacter phage RC1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Rhodobacter phage RC1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter sp. LPB0142
JF974307	Rhodovulum phage RS1	Rhodovulum sp. P122A	validate2	Rhodovulum phage RS1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Rhodovulum phage RS1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodovulum	Rhodovulum sp. P5
HQ634153	Salicola phage CGphi29	Salicola sp. M5 MPN 10^-2 23B	validate2	Salicola phage CGphi29	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Salicola phage CGphi29	NA	NA	NA	NA	NA	salicola	salicola sp.
HQ259103	Salmonella phage SFP10	Salmonella sp. and Escherichia coli O157	validate2	Salmonella phage SFP10	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Ackermannviridae	Kuttervirus	Salmonella virus SFP10	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella sp. SSDFZ54
JF900176	Salmonella phage SPN9CC	Salmonella sp.	validate2	Salmonella phage SPN9CC	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Lederbergvirus	Salmonella phage SPN9CC	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella sp. SSDFZ54
JN871591	Salmonella phage SPN19	Salmonella sp.	validate2	Salmonella virus SPN19	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Chivirus	Salmonella virus SPN19	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella sp. SSDFZ54
JX878496	Serratia phage phiMAM1	Serratia sp.	validate2	Serratia phage phiMAM1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Ackermannviridae	NA	Serratia virus MAM1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia sp. FS14
NC_001365	Spiroplasma phage 1-R8A2B	Spiroplasma citri	validate1	Spiroplasma phage R8A2B	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Plectroviridae	Vespertiliovirus	Spiroplasma virus R8A2B	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma citri
NC_003793	Spiroplasma phage 1-C74	Spiroplasma citri	validate1	Spiroplasma phage C74 (SpV1-C74)	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Plectroviridae	Vespertiliovirus	Spiroplasma virus C74	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma citri
U28974	Spiroplasma phage 1-C74	Spiroplasma citri	validate2	Spiroplasma phage 1-C74 (SpV1-C74)	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Plectroviridae	Vespertiliovirus	Spiroplasma virus C74	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma citri
NC_009987	Spiroplasma kunkelii virus SkV1_CR2-3x	Spiroplasma kunkelii	validate1	Spiroplasma virus SkV1CR23x	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Plectroviridae	Vespertiliovirus	Spiroplasma virus SkV1CR23x	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma kunkelii
JX262376	Streptomyces phage phiELB20	Streptomyces sp.	validate2	Streptomyces phage phiELB20	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Arequatrovirus	Streptomyces virus ELB20	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces dengpaensis
HQ317384	Sulfitobacter phage pCB2047-C	Sulfitobacter sp. CB2047	validate2	Sulfitobacter phage pCB2047-C	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	NA	Sulfitobacter phage pCB2047-C	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	Sulfitobacter sp. AM1-D1
HQ332142	Sulfitobacter phage pCB2047-A	Sulfitobacter sp. CB2047	validate2	Sulfitobacter phage pCB2047-A	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	NA	Sulfitobacter phage pCB2047-A	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	Sulfitobacter sp. AM1-D1
HQ317387	Sulfitobacter phage pCB2047-B	Sulfitobacter sp. CB2047	validate2	Sulfitobacter phage phiCB2047-B	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Baltimorevirus	Sulfitobacter phage phiCB2047-B	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	Sulfitobacter sp. AM1-D1
FJ591094	Sulfitobacter phage EE36phi1	Sulfitobacter sp. EE36	validate2	Sulfitobacter phage EE36phi1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Baltimorevirus	Sulfitobacter phage EE36phi1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	Sulfitobacter sp. AM1-D1
KC310803	Synechococcus phage S-CBP3	Synechococcus sp. CB0101	validate2	Synechococcus phage S-CBP3	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Lirvirus	Synechococcus virus SCBP3	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
KC310804	Synechococcus phage S-CBP4	Synechococcus sp. CB0101	validate2	Synechococcus phage S-CBP4	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Poseidonvirus	Synechococcus virus SCBP4	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
KC310802	Synechococcus phage S-CBP1	Synechococcus sp. CB0101	validate2	Synechococcus phage S-CBP1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	NA	Synechococcus phage S-CBP1	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
HQ698895	Synechococcus phage S-CBS4	Synechococcus sp. CB0101	validate2	Synechococcus phage S-CBS4	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Synechococcus phage S-CBS4	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
EF372997	Synechococcus phage Syn5	Synechococcus sp. WH 8109	validate2	Synechococcus virus Syn5	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Voetvirus	Synechococcus virus Syn5	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
GU071108	Prochlorococcus phage Syn33	Synechococcus sp. WH7803	validate2	Prochlorococcus phage Syn33	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Brizovirus	Prochlorococcus virus Syn33	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
HQ634189	Cyanophage Syn30	Synechococcus sp. WH7803	validate2	Cyanophage Syn30	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Leucotheavirus	Synechococcus virus Syn30	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
HQ634188	Cyanophage KBS-P-1A	Synechococcus sp. WH7803	validate2	Cyanophage KBS-P-1A	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	NA	Cyanophage KBS-P-1A	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
HQ634187	Cyanophage KBS-S-2A	Synechococcus sp. WH7803	validate2	Cyanophage KBS-S-2A	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Cyanophage KBS-S-2A	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
HQ317291	Synechococcus phage S-RIM2 R9_2006	Synechococcus sp. WH7803	validate2	Synechococcus phage S-RIM2 R9_2006	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Nerrivikvirus	Synechococcus phage S-RIM2 R9_2006	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
HQ317290	Synechococcus phage S-RIM2 R21_2007	Synechococcus sp. WH7803	validate2	Synechococcus phage S-RIM2 R21_2007	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Nerrivikvirus	Synechococcus phage S-RIM2 R21_2007	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
HQ317385	Synechococcus phage S-RIM8 A.HR5	Synechococcus sp. WH7803	validate2	Synechococcus phage S-RIM8 A.HR5	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Neptunevirus	Synechococcus phage S-RIM8 A.HR5	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
JF974289	Synechococcus phage S-RIM8 A.HR3	Synechococcus sp. WH7803	validate2	Synechococcus phage S-RIM8 A.HR3	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Neptunevirus	Synechococcus phage S-RIM8 A.HR3	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
KF156339	Synechococcus phage S-MbCM25	Synechococcus sp. WH7803	validate2	Synechococcus phage S-MbCM25	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Acionnavirus	Synechococcus phage S-MbCM25	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
HQ317292	Synechococcus phage S-RIM2 R1_1999	Synechococcus sp. WH7803	validate2	Synechococcus phage S-RIM2 R1_1999	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Nerrivikvirus	Synechococcus phage S-RIM2 R1_1999	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
HQ634177	Synechococcus phage S-CAM1	Synechococcus sp. WH7803	validate2	Synechococcus phage S-CAM1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Anaposvirus	Synechococcus virus SCAM1	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
HQ634178	Synechococcus phage S-CAM8	Synechococcus sp. WH7803	validate2	Synechococcus phage S-CAM8	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Acionnavirus	Synechococcus phage S-CAM8	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
HQ317383	Synechococcus phage S-IOM18	Synechococcus sp. WH7803	validate2	Synechococcus phage S-IOM18	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Tefnutvirus	Synechococcus virus SIOM18	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
JF974288	Synechococcus phage S-RIM8 A.HR1	Synechococcus sp. WH7803	validate2	Synechococcus phage S-RIM8 A.HR1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Neptunevirus	Synechococcus phage S-RIM8 A.HR1	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
JF974293	Cyanophage KBS-M-1A	Synechococcus sp. WH7803	validate2	Synechococcus phage KBS-M-1A	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Neptunevirus	Synechococcus phage KBS-M-1A	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
KF156338	Synechococcus phage S-MbCM7	Synechococcus sp. WH7803	validate2	Synechococcus phage ACG-2014h	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	NA	Synechococcus phage ACG-2014h	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
KF156340	Synechococcus phage S-MbCM100	Synechococcus sp. WH7803	validate2	Synechococcus phage S-MbCM100	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Acionnavirus	Synechococcus virus SMbCM100	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
HQ317389	Synechococcus phage S-RIP2	Synechococcus sp. WH7803	validate2	Synechococcus phage S-RIP2	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Sednavirus	Synechococcus virus SRIP2	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
HQ633071	Synechococcus phage S-SKS1	Synechococcus sp. WH7803	validate2	Synechococcus phage S-SKS1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Llyrvirus	Synechococcus virus SSKS1	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
AJ630128	Synechococcus phage S-PM2	Synechococcus sp. SynWH7803	validate2	Synechococcus phage S-PM2	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	NA	Synechococcus phage S-PM2	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
AF338467	Synechococcus phage P60	Synechococcus sp. WH7805	validate2	Synechococcus virus P60	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Tiilvirus	Synechococcus virus P60	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
JF974292	Cyanophage S-SSM2	Synechococcus sp. WH8102	validate2	Cyanophage S-SSM2	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Ahtivirus	Cyanophage S-SSM2	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
GU071096	Synechococcus phage S-ShM2	Synechococcus sp. WH8102	validate2	Synechococcus phage S-ShM2	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Ahtivirus	Synechococcus virus SShM2	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
GU071097	Synechococcus phage S-SSM5	Synechococcus sp. WH8102	validate2	Synechococcus phage S-SSM5	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	NA	Synechococcus phage S-SSM5	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
JQ245707	Cyanophage S-TIM5	Synechococcus sp. WH8102	validate2	Cyanophage S-TIM5	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Aurunvirus	Synechococcus virus STIM5	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
GU071106	Synechococcus phage Syn19	Synechococcus sp. WH8109	validate2	Synechococcus phage Syn19	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Pontusvirus	Synechococcus virus Syn19	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
GU071098	Synechococcus phage S-SSM7	Synechococcus sp. WH8109	validate2	Synechococcus phage S-SSM7	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	NA	Synechococcus phage S-SSM7	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
HQ316603	Cyanophage S-SSM6b	Synechococcus sp. WH8109	validate2	Cyanophage S-SSM6b	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	NA	Cyanophage S-SSM6b	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
HQ317391	Cyanophage S-SSM6a	Synechococcus sp. WH8109	validate2	Cyanophage S-SSM6a	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	NA	Cyanophage S-SSM6a	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
KC310806	Synechococcus phage S-CBP2	Synechococcus sp. CB0208	validate2	Synechococcus phage S-CBP2	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Kembevirus	Synechococcus virus SCBP2	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
GU071107	Cyanophage P-SSP2	Synechococcus sp. WH8017	validate2	Cyanophage P-SSP2	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Tritonvirus	Synechococcus virus PSSP2	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
GU071105	Prochlorococcus phage Syn1	Synechococcus sp. WH8101	validate2	Prochlorococcus phage Syn1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Vellamovirus	Prochlorococcus virus Syn1	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
HQ615693	Synechococcus phage S-CRM01	Synechococcus sp. LC16	validate2	Synechococcus phage S-CRM01	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	NA	Synechococcus phage S-CRM01	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312
